textbox22,Textbox9,,,,,,,,,,,,,,,,,,,,
generated on 29/11/2020 14:52:32 UTC,Data from: All sites,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Republic of Moldova,European Region of WHO,Eastern Europe,2010,17,4/26/10,5/2/10,,11,0,0,0,,0,0,0,0,0,0,0,,Sporadic
Republic of Moldova,European Region of WHO,Eastern Europe,2010,18,5/3/10,5/9/10,,9,0,0,0,,0,0,0,0,0,0,0,,Sporadic
Republic of Moldova,European Region of WHO,Eastern Europe,2010,19,5/10/10,5/16/10,,10,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,20,5/17/10,5/23/10,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,21,5/24/10,5/30/10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,22,5/31/10,6/6/10,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,23,6/7/10,6/13/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,24,6/14/10,6/20/10,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,25,6/21/10,6/27/10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,26,6/28/10,7/4/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,27,7/5/10,7/11/10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,28,7/12/10,7/18/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,29,7/19/10,7/25/10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,30,7/26/10,8/1/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,31,8/2/10,8/8/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,32,8/9/10,8/15/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,33,8/16/10,8/22/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,34,8/23/10,8/29/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,35,8/30/10,9/5/10,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,36,9/6/10,9/12/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,37,9/13/10,9/19/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,38,9/20/10,9/26/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,39,9/27/10,10/3/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Republic of Moldova,European Region of WHO,Eastern Europe,2010,40,10/4/10,10/10/10,,0,0,0,0,,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,10,3/2/09,3/8/09,,144,0,,30,,0,30,0,3,0,3,33,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,11,3/9/09,3/15/09,,122,1,,41,,0,42,0,15,0,15,57,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,12,3/16/09,3/22/09,,65,0,,13,,0,13,0,0,14,14,27,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,13,3/23/09,3/29/09,,57,0,,33,,0,33,0,0,4,4,37,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,14,3/30/09,4/5/09,,32,0,,2,,0,2,0,0,11,11,13,,Local Outbreak
Romania,European Region of WHO,Eastern Europe,2009,15,4/6/09,4/12/09,,13,0,,0,,0,0,0,0,3,3,3,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,16,4/13/09,4/19/09,,11,0,,1,,0,1,0,0,7,7,8,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,17,4/20/09,4/26/09,,11,0,,1,,0,1,0,0,7,7,8,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,18,4/27/09,5/3/09,,6,0,,0,,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,19,5/4/09,5/10/09,,41,0,,2,,0,2,0,0,7,7,9,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,20,5/11/09,5/17/09,,35,0,,0,,0,0,0,0,4,4,4,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,21,5/18/09,5/24/09,,19,0,,0,,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,22,5/25/09,5/31/09,,31,2,,1,,0,3,0,2,0,2,5,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,23,6/1/09,6/7/09,,14,0,,2,,0,2,0,0,0,0,2,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,24,6/8/09,6/14/09,,16,1,,1,,0,2,0,0,0,0,2,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,25,6/15/09,6/21/09,80,80,1,2,0,0,0,3,0,0,0,0,3,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,26,6/22/09,6/28/09,69,69,0,7,0,0,0,7,0,0,0,0,7,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,27,6/29/09,7/5/09,135,135,0,18,1,0,0,19,0,0,0,0,19,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,28,7/6/09,7/12/09,,,,,,,,,,,,,,,No Report
Romania,European Region of WHO,Eastern Europe,2009,29,7/13/09,7/19/09,103,103,0,13,0,0,0,13,0,0,0,0,13,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,30,7/20/09,7/26/09,289,289,0,54,0,0,0,54,0,0,0,0,54,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,31,7/27/09,8/2/09,339,339,0,71,0,0,0,71,0,0,0,0,71,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,32,8/3/09,8/9/09,252,252,0,35,0,0,0,35,0,0,0,0,35,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,33,8/10/09,8/16/09,216,216,0,37,0,0,0,37,,,,,37,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,34,8/17/09,8/23/09,211,211,0,27,0,0,0,27,0,0,0,0,27,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,35,8/24/09,8/30/09,156,156,0,19,0,0,0,19,0,0,0,0,19,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,36,8/31/09,9/6/09,140,140,0,10,0,0,0,10,0,0,0,0,10,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,37,9/7/09,9/13/09,67,67,0,4,0,0,0,4,0,0,0,0,4,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,38,9/14/09,9/20/09,136,136,0,7,0,0,0,7,0,0,0,0,7,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,39,9/21/09,9/27/09,98,98,0,6,0,0,0,6,0,0,0,0,6,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,40,9/28/09,10/4/09,85,85,0,4,2,0,0,6,0,0,0,0,6,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,41,10/5/09,10/11/09,95,95,0,8,0,0,0,8,0,0,0,0,8,,No Activity
Romania,European Region of WHO,Eastern Europe,2009,42,10/12/09,10/18/09,120,120,0,24,0,0,0,24,0,0,0,0,24,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,43,10/19/09,10/25/09,124,124,0,6,0,0,0,6,0,0,0,0,6,,Sporadic
Romania,European Region of WHO,Eastern Europe,2009,44,10/26/09,11/1/09,368,368,0,117,0,0,0,117,0,0,0,0,117,,Local Outbreak
Romania,European Region of WHO,Eastern Europe,2009,45,11/2/09,11/8/09,368,368,0,287,0,0,0,287,0,0,0,0,287,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,46,11/9/09,11/15/09,1044,1044,0,452,0,0,0,452,0,0,0,0,452,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,47,11/16/09,11/22/09,770,770,0,434,0,0,0,434,0,0,0,0,434,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,48,11/23/09,11/29/09,1368,1368,0,918,0,0,0,918,0,0,0,0,918,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,49,11/30/09,12/6/09,1000,1000,0,511,0,0,0,511,0,0,0,0,511,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,50,12/7/09,12/13/09,1491,1491,0,666,0,0,0,666,0,0,0,0,666,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,51,12/14/09,12/20/09,1058,1058,0,504,0,0,0,504,0,0,0,0,504,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,52,12/21/09,12/27/09,539,539,0,224,0,0,0,224,0,0,0,0,224,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2009,53,12/28/09,1/3/10,454,454,0,218,0,0,0,218,0,0,0,0,218,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2010,1,1/4/10,1/10/10,743,743,0,386,0,0,0,386,0,0,0,0,386,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2010,2,1/11/10,1/17/10,1278,1278,0,371,0,0,0,371,0,0,0,0,371,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2010,3,1/18/10,1/24/10,787,787,0,192,0,0,0,192,0,0,0,0,192,,Regional Outbreak
Romania,European Region of WHO,Eastern Europe,2010,4,1/25/10,1/31/10,317,317,0,55,0,0,0,55,0,0,0,0,55,,Local Outbreak
Romania,European Region of WHO,Eastern Europe,2010,5,2/1/10,2/7/10,212,212,0,27,0,0,0,27,0,0,0,0,27,,Local Outbreak
Romania,European Region of WHO,Eastern Europe,2010,6,2/8/10,2/14/10,143,143,0,15,0,0,0,15,0,4,0,4,19,,Sporadic
Romania,European Region of WHO,Eastern Europe,2010,7,2/15/10,2/21/10,116,116,0,9,0,0,0,9,0,2,0,2,11,,Sporadic
Romania,European Region of WHO,Eastern Europe,2010,8,2/22/10,2/28/10,93,93,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,9,3/1/10,3/7/10,52,52,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
Romania,European Region of WHO,Eastern Europe,2010,10,3/8/10,3/14/10,43,43,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,11,3/15/10,3/21/10,34,34,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,12,3/22/10,3/28/10,38,38,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,13,3/29/10,4/4/10,18,18,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,14,4/5/10,4/11/10,11,11,0,1,0,0,0,1,0,0,0,0,1,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,15,4/12/10,4/18/10,40,40,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,16,4/19/10,4/25/10,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,17,4/26/10,5/2/10,8,8,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,18,5/3/10,5/9/10,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,19,5/10/10,5/16/10,2,2,0,0,1,0,0,1,0,0,0,0,1,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,20,5/17/10,5/23/10,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,21,5/24/10,5/30/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,22,5/31/10,6/6/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,23,6/7/10,6/13/10,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,24,6/14/10,6/20/10,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,25,6/21/10,6/27/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,26,6/28/10,7/4/10,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,27,7/5/10,7/11/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,28,7/12/10,7/18/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,29,7/19/10,7/25/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,30,7/26/10,8/1/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,31,8/2/10,8/8/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,32,8/9/10,8/15/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,33,8/16/10,8/22/10,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,34,8/23/10,8/29/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,35,8/30/10,9/5/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,36,9/6/10,9/12/10,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,37,9/13/10,9/19/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,38,9/20/10,9/26/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,39,9/27/10,10/3/10,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Romania,European Region of WHO,Eastern Europe,2010,40,10/4/10,10/10/10,5,5,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2009,10,3/2/09,3/8/09,,1853,80,,135,,,215,,,45,45,260,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,11,3/9/09,3/15/09,,1707,56,,106,,0,162,0,0,51,51,213,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,12,3/16/09,3/22/09,,1685,52,,148,,0,200,0,0,35,35,235,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,13,3/23/09,3/29/09,,1477,40,,105,,0,145,0,,25,25,170,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,14,3/30/09,4/5/09,,1893,35,,283,,0,318,0,0,27,27,345,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,15,4/6/09,4/12/09,,1102,33,,68,,0,101,,,26,26,127,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,16,4/13/09,4/19/09,,999,14,,34,,0,48,0,0,17,17,65,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,17,4/20/09,4/26/09,,766,7,,29,,,36,,,12,12,48,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,18,4/27/09,5/3/09,,591,10,,49,,0,59,0,0,5,5,64,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,19,5/4/09,5/10/09,,672,2,,9,,0,11,0,0,7,7,18,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,20,5/11/09,5/17/09,,492,1,,14,,0,15,0,0,5,5,20,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,21,5/18/09,5/24/09,,511,11,,9,,0,20,0,0,14,14,34,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,22,5/25/09,5/31/09,,478,1,,1,,0,2,0,0,7,7,9,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,23,6/1/09,6/7/09,,639,2,,4,,0,6,0,0,9,9,15,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,24,6/8/09,6/14/09,,402,6,,13,,0,19,0,0,11,11,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,25,6/15/09,6/21/09,,423,7,1,5,,9,22,,,7,7,29,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,26,6/22/09,6/28/09,,315,0,,0,,1,1,,,4,4,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,27,6/29/09,7/5/09,,354,1,,2,,4,7,,,5,5,12,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,28,7/6/09,7/12/09,,325,0,0,0,0,2,2,,,6,6,8,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,29,7/13/09,7/19/09,,301,4,8,0,0,7,19,,,3,3,22,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2009,30,7/20/09,7/26/09,,388,9,8,3,,5,25,,,5,5,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,31,7/27/09,8/2/09,,555,2,25,6,,15,48,,,4,4,52,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,32,8/3/09,8/9/09,,389,2,20,2,,4,28,,,4,4,32,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,33,8/10/09,8/16/09,,548,0,23,3,,15,41,,,1,1,42,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,34,8/17/09,8/23/09,,694,4,18,1,,9,32,,,3,3,35,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,35,8/24/09,8/30/09,,732,3,42,5,,12,62,,,2,2,64,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,36,8/31/09,9/6/09,13,898,1,60,2,0,3,66,0,0,2,2,68,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,37,9/7/09,9/13/09,10,970,2,16,3,0,10,31,0,0,3,3,34,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,38,9/14/09,9/20/09,2,1486,5,21,8,0,1,35,0,0,7,7,42,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,39,9/21/09,9/27/09,0,1599,3,28,5,0,3,39,0,0,5,5,44,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,40,9/28/09,10/4/09,7,1659,1,76,4,0,43,124,0,0,2,2,126,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2009,41,10/5/09,10/11/09,0,1765,0,119,9,0,100,228,0,0,5,5,233,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,42,10/12/09,10/18/09,1,2468,22,292,4,0,171,489,0,0,8,8,497,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2009,43,10/19/09,10/25/09,1,2763,50,465,15,0,44,574,0,0,12,12,586,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,44,10/26/09,11/1/09,25,3813,31,995,36,0,52,1114,0,0,2,2,1116,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,45,11/2/09,11/8/09,33,4995,84,2157,1,0,265,2507,0,0,5,5,2512,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,46,11/9/09,11/15/09,47,6771,76,2128,64,0,92,2360,0,0,5,5,2365,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,47,11/16/09,11/22/09,41,7410,102,2375,83,0,44,2604,0,0,43,43,2647,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,48,11/23/09,11/29/09,66,7136,103,2403,56,0,71,2633,0,0,28,28,2661,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,49,11/30/09,12/6/09,33,7002,89,2157,28,0,92,2366,0,0,21,21,2387,,Widespread Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,50,12/7/09,12/13/09,110,7244,72,2191,23,0,71,2357,0,0,40,40,2397,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,51,12/14/09,12/20/09,43,7117,45,1663,16,0,43,1767,0,0,13,13,1780,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,52,12/21/09,12/27/09,54,4329,3,912,34,0,56,1005,0,0,34,34,1039,,Regional Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2009,53,12/28/09,1/3/10,1947,,7,393,6,0,15,421,0,0,7,7,428,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,1,1/4/10,1/10/10,684,9,7,151,3,0,0,161,0,0,0,0,161,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,2,1/11/10,1/17/10,2579,2579,21,207,6,0,25,259,0,0,11,11,270,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,3,1/18/10,1/24/10,2095,2095,26,185,10,0,35,256,0,0,41,41,297,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,4,1/25/10,1/31/10,2077,2077,14,94,9,0,20,137,0,0,15,15,152,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,5,2/1/10,2/7/10,2189,2189,12,101,4,0,34,151,0,0,7,7,158,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,6,2/8/10,2/14/10,2492,2492,33,81,15,0,11,140,0,0,30,30,170,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,7,2/15/10,2/21/10,2105,2105,55,49,5,0,11,120,0,0,20,20,140,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,8,2/22/10,2/28/10,1999,1999,16,41,11,0,25,93,0,0,52,52,145,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,9,3/1/10,3/7/10,2084,2084,10,18,9,0,26,63,0,0,83,83,146,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,10,3/8/10,3/14/10,1,1327,0,21,0,0,9,30,0,0,44,44,74,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,11,3/15/10,3/21/10,0,1483,0,19,4,0,15,38,0,0,75,75,113,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,12,3/22/10,3/28/10,1925,1925,14,27,12,0,6,59,0,0,110,110,169,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,13,3/29/10,4/4/10,1887,1887,7,17,11,0,14,49,0,0,109,109,158,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,14,4/5/10,4/11/10,1705,1705,4,11,7,0,2,24,0,0,110,110,134,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,15,4/12/10,4/18/10,1554,1554,15,6,23,0,2,46,0,0,118,118,164,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,16,4/19/10,4/25/10,1887,1887,16,1,9,0,2,28,0,0,140,140,168,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,17,4/26/10,5/2/10,1340,1340,3,1,6,0,5,15,0,0,130,130,145,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,18,5/3/10,5/9/10,958,958,5,1,0,0,2,8,0,0,69,69,77,,Local Outbreak
Russian Federation,European Region of WHO,Eastern Europe,2010,19,5/10/10,5/16/10,1079,1079,4,1,1,0,7,13,0,0,74,74,87,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2010,20,5/17/10,5/23/10,995,995,4,0,2,0,0,6,0,0,52,52,58,,No Report
Russian Federation,European Region of WHO,Eastern Europe,2010,21,5/24/10,5/30/10,932,932,0,0,0,0,1,1,0,0,25,25,26,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,22,5/31/10,6/6/10,863,863,2,0,3,0,0,5,0,0,25,25,30,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,23,6/7/10,6/13/10,836,836,0,1,0,0,0,1,0,0,15,15,16,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,24,6/14/10,6/20/10,679,679,0,0,2,0,0,2,0,0,13,13,15,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,25,6/21/10,6/27/10,784,784,1,0,0,0,0,1,0,0,15,15,16,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,26,6/28/10,7/4/10,0,555,0,0,1,0,0,1,0,0,4,4,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,27,7/5/10,7/11/10,0,429,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,28,7/12/10,7/18/10,0,401,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,29,7/19/10,7/25/10,0,415,0,0,0,0,0,0,0,0,1,1,1,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2010,30,7/26/10,8/1/10,0,460,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,31,8/2/10,8/8/10,0,484,0,0,6,0,0,6,0,0,0,0,6,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,32,8/9/10,8/15/10,0,479,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,33,8/16/10,8/22/10,0,434,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,34,8/23/10,8/29/10,0,506,2,0,0,0,1,3,0,0,0,0,3,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,35,8/30/10,9/5/10,722,722,1,0,1,0,2,4,0,0,0,0,4,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,36,9/6/10,9/12/10,0,575,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,37,9/13/10,9/19/10,0,649,0,1,0,0,1,2,0,0,0,0,2,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,38,9/20/10,9/26/10,0,769,2,2,0,0,0,4,0,0,1,1,5,,Sporadic
Russian Federation,European Region of WHO,Eastern Europe,2010,39,9/27/10,10/3/10,0,755,2,0,0,0,1,3,0,0,4,4,7,,No Activity
Russian Federation,European Region of WHO,Eastern Europe,2010,40,10/4/10,10/10/10,0,779,1,2,4,0,0,7,0,0,2,2,9,,Sporadic
