Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
5/23/09,Switzerland,2,0,https://www.who.int/csr/don/2009_05_23/en/
5/23/09,Thailand,2,0,https://www.who.int/csr/don/2009_05_23/en/
5/23/09,Turkey,2,0,https://www.who.int/csr/don/2009_05_23/en/
5/23/09,United Kingdom,117,0,https://www.who.int/csr/don/2009_05_23/en/
5/23/09,United States of America,6552,9,https://www.who.int/csr/don/2009_05_23/en/
5/25/09,Argentina,2,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Australia,16,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Austria,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Belgium,7,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Brazil,9,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Canada,805,1,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Chile,44,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,China,15,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Colombia,13,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Costa Rica,28,1,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Cuba,4,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Denmark,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Ecuador,10,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,El Salvador,6,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Finland,2,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,France,16,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Germany,17,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Greece,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Guatemala,4,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Honduras,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Iceland,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,India,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Ireland,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Israel,8,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Italy,19,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Japan,345,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Kuwait,18,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Malaysia,2,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Mexico,4174,80,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Netherlands,3,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,New Zealand,9,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Norway,4,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Panama,76,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Peru,25,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Philippines,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Poland,3,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Portugal,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Russia,1,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Spain,133,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Sweden,3,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Switzerland,3,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Thailand,2,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,Turkey,2,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,United Kingdom,122,0,https://www.who.int/csr/don/2009_05_25/en/
5/25/09,United States of America,6552,9,https://www.who.int/csr/don/2009_05_25/en/
5/26/09,Argentina,5,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Australia,19,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Austria,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Belgium,7,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Brazil,9,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Canada,921,1,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Chile,74,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,China,20,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Colombia,16,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Cuba,4,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Denmark,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Ecuador,24,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,El Salvador,6,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Finland,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,France,16,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Germany,17,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Greece,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Guatemala,4,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Honduras,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Iceland,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,India,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Ireland,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Israel,8,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Italy,19,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Japan,350,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Kuwait,18,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Malaysia,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Mexico,4174,80,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Netherlands,3,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,New Zealand,9,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Norway,4,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Panama,76,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Peru,27,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Philippines,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Poland,3,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Portugal,1,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Republic of Korea,21,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Russia,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Spain,136,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Sweden,3,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Switzerland,3,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Thailand,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,Turkey,2,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,United Kingdom,137,0,https://www.who.int/csr/don/2009_05_26/en/
5/26/09,United States of America,6764,10,https://www.who.int/csr/don/2009_05_26/en/
5/27/09,Argentina,19,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Australia,39,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Austria,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Bahrain,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Belgium,7,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Brazil,9,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Canada,921,1,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Chile,86,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,China,22,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Colombia,16,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Cuba,4,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Denmark,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Ecuador,28,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,El Salvador,11,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Finland,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,France,16,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Germany,17,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Greece,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Guatemala,5,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Honduras,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Iceland,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,India,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Ireland,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Israel,9,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Italy,23,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Japan,360,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Kuwait,18,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Malaysia,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Mexico,4541,83,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Netherlands,3,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,New Zealand,9,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Norway,4,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Panama,76,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Peru,27,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Philippines,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Poland,3,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Portugal,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Republic of Korea,21,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Russia,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Singapore,1,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Spain,138,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Sweden,3,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Switzerland,3,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Thailand,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,Turkey,2,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,United Kingdom,137,0,https://www.who.int/csr/don/2009_05_27a/en/
5/27/09,United States of America,6764,10,https://www.who.int/csr/don/2009_05_27a/en/
5/29/09,Argentina,37,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Australia,147,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Austria,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Bahrain,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Belgium,8,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Brazil,10,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Canada,1118,2,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Chile,165,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,China,30,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Colombia,17,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Costa Rica,33,1,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Cuba,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Czech Republic,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Denmark,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Dominican Republic,2,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Ecuador,32,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,El Salvador,11,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Finland,3,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,France,21,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Germany,19,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Greece,3,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Guatemala,5,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Honduras,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Iceland,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,India,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Ireland,3,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Israel,11,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Italy,26,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Japan,364,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Kuwait,18,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Malaysia,2,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Mexico,4910,85,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Netherlands,3,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,New Zealand,9,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Norway,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Panama,107,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Peru,31,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Philippines,6,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Poland,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Portugal,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Republic of Korea,33,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Romania,3,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Russia,2,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Singapore,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Slovakia,1,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Spain,143,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Sweden,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Switzerland,4,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Thailand,2,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Turkey,2,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,United Kingdom,203,0,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,United States of America,7927,11,https://www.who.int/csr/don/2009_05_29/en/
5/29/09,Uruguay,2,0,https://www.who.int/csr/don/2009_05_29/en/
6/1/09,Argentina,100,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Australia,297,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Austria,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Belgium,12,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Bolivia,3,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Brazil,18,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Canada,1336,2,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Chile,250,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,China,52,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Colombia,20,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Costa Rica,37,1,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Cuba,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Czech Republic,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Denmark,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Dominican Republic,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Ecuador,39,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,El Salvador,27,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Estonia,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Finland,3,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,France,24,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Germany,28,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Greece,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Guatemala,12,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Honduras,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Hungary,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Iceland,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,India,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Ireland,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Israel,19,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Italy,29,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Jamaica,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Japan,370,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Malaysia,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Mexico,5029,97,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Netherlands,3,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,New Zealand,9,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Norway,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Panama,107,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Paraguay,5,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Peru,36,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Philippines,16,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Poland,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Portugal,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Republic of Korea,33,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Romania,3,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Russia,3,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Singapore,5,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Slovakia,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Spain,178,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Sweden,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Switzerland,8,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Thailand,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Turkey,4,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,United Kingdom,229,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,United States of America,8975,15,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Uruguay,11,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Venezuela,2,0,https://www.who.int/csr/don/2009_06_01a/en/
6/1/09,Viet Nam,1,0,https://www.who.int/csr/don/2009_06_01a/en/
6/3/09,Argentina,131,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Australia,501,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Austria,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Belgium,13,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Bolivia,3,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Brazil,20,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Bulgaria,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Canada,1530,2,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Chile,313,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,China,69,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Colombia,20,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Costa Rica,50,1,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Cuba,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Czech Republic,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Denmark,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Dominican Republic,11,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Ecuador,39,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Egypt,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,El Salvador,41,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Estonia,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Finland,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,France,26,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Germany,28,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Greece,5,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Guatemala,14,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Honduras,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Hungary,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Iceland,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,India,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Ireland,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Israel,33,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Italy,30,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Jamaica,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Japan,385,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Kuwait,18,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Lebanon,3,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Malaysia,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Mexico,5029,97,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Netherlands,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,New Zealand,10,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Nicaragua,1,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Norway,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Panama,155,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Paraguay,5,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Peru,40,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Philippines,16,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Poland,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Portugal,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Republic of Korea,41,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Romania,5,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Russia,3,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Singapore,9,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Slovakia,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Spain,180,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Sweden,7,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Switzerland,10,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Thailand,2,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Turkey,4,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,United Kingdom,339,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,United States of America,10053,17,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Uruguay,15,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Venezuela,3,0,https://www.who.int/csr/don/2009_06_03/en/
6/3/09,Viet Nam,3,0,https://www.who.int/csr/don/2009_06_03/en/
6/5/09,Argentina,147,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Australia,876,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Austria,2,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Bahamas,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Bahrain,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Barbados,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Belgium,13,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Bolivia,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Brazil,28,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Bulgaria,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Canada,1795,3,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Chile,369,1,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,China,89,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Colombia,24,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Costa Rica,68,1,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Cuba,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Cyprus,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Czech Republic,2,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Denmark,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Dominican Republic,33,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Ecuador,43,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Egypt,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,El Salvador,49,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Estonia,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Finland,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,France,47,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Germany,43,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Greece,5,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Guatemala,23,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Honduras,34,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Hungary,3,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Iceland,1,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,India,4,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Ireland,8,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Israel,39,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Italy,38,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Jamaica,2,0,https://www.who.int/csr/don/2009_06_05/en/
6/5/09,Japan,410,0,https://www.who.int/csr/don/2009_06_05/en/
